epsilon,eps_actual,graph_type,exp_idx,n,method,t_embed,r0_fit,r1_fit,n_iter,termination_reason,t_spd,stress,pointwise_stress,distortion,sgs,np_score,alpha,source_shard,theta_fit
0.34,0.34,toroidal,124,101,wrap_python_newdist,0.0623,,,,,0.0028,0.1790176156568234,0.2295264232652066,0.1547906311460812,0.8498295569927723,0.9872789549701187,4.221462,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.34,0.34,euclidean,125,841,wrap_python_newdist,23.0409,,,,,0.558,0.1694209793457234,0.2418340575356162,0.1476703385923775,0.923952396882814,0.9455896666283972,6.04142,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.4,0.4,toroidal,126,858,wrap_python_newdist,41.0647,,,,,0.9266,0.3933052565920996,0.4792569504799082,0.3248565598807811,0.5216711327025988,1.0,3.928807,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.16,0.16,euclidean,127,148,wrap_python_newdist,0.0998,,,,,0.0028,0.149568633837761,0.1541294703338427,0.1074068042755542,0.9469691882844286,0.9273660968596766,12.851399,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.22,0.22,toroidal,128,518,wrap_python_newdist,2.9065,,,,,0.0723,0.1396887726805851,0.1860111072430434,0.1212244169541727,0.9149688728407744,0.9176718162639595,5.934945,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.22,0.22,euclidean,129,696,wrap_python_newdist,5.7102,,,,,0.1351,0.1660210961368176,0.1873775747442502,0.1281891392137144,0.9228254579538137,0.9594705026492854,8.506983,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.1,0.11,toroidal,130,175,wrap_python_newdist,0.1304,,,,,0.0032,0.1878871354794143,0.1799859959135352,0.1387977961332656,0.8627397240748454,0.8883596517861221,15.365229,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.1,0.13,toroidal,131,127,wrap_python_newdist,0.0671,,,,,0.0018,0.1951833990230086,0.186175895338455,0.1423914213293524,0.8684247095292833,0.8867829247252021,13.767249,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.4,0.4,euclidean,132,325,wrap_python_newdist,1.4485,,,,,0.0403,0.2030640222632356,0.2580028427653923,0.1787900578546355,0.8737304051411815,0.8776209930456595,5.195274,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.22,0.22,toroidal,133,612,wrap_python_newdist,4.5806,,,,,0.2266,0.1373886809999817,0.184983830503941,0.1192762590040938,0.91860034809567,0.943590354276902,5.908031,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.22,0.22,toroidal,134,100,wrap_python_newdist,0.0477,,,,,0.0018,0.1363968940144593,0.1755747169063825,0.1153989793627472,0.9121279225741938,0.8833614238077844,6.421316,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.28,0.28,euclidean,135,884,wrap_python_newdist,16.8761,,,,,0.4701,0.1559433610590077,0.2070692730363757,0.1352528416287773,0.930907140285997,0.9558274245580062,7.135841,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.4,0.4,euclidean,136,110,wrap_python_newdist,0.0774,,,,,0.0032,0.1912850180372157,0.2455152146778706,0.1684161715984894,0.8847585057449212,0.864052304811242,5.373911,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.34,0.34,euclidean,137,829,wrap_python_newdist,21.0254,,,,,0.5186,0.1662646783495515,0.2280787429273814,0.1435658621197801,0.9206895606757336,0.9333655221593268,6.08715,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.22,0.22,toroidal,138,237,wrap_python_newdist,0.3613,,,,,0.0108,0.132500492185986,0.1778374507486089,0.1151241610617261,0.9192402268651992,0.909993274366648,6.116696,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.16,0.16,toroidal,139,283,wrap_python_newdist,0.4317,,,,,0.0117,0.1101216788675205,0.1464349543274349,0.0945832567619902,0.9435501629067172,0.8962496299471603,8.244409,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.34,0.34,euclidean,140,864,wrap_python_newdist,23.0175,,,,,0.559,0.1709543022414538,0.233548255095746,0.1482972558950546,0.9195817473403514,0.945449137204106,6.0359,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.34,0.34,euclidean,141,272,wrap_python_newdist,0.8307,,,,,0.0211,0.194267567935485,0.2400096491088943,0.1661406146634372,0.8761858593855586,0.830681616567635,5.600937,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.34,0.34,toroidal,142,143,wrap_python_newdist,0.1454,,,,,0.0058,0.1856394142361691,0.2360494716952055,0.1603077044389748,0.8418897477468357,0.9948802010117128,4.159884,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.16,0.16,euclidean,143,331,wrap_python_newdist,0.6118,,,,,0.0155,0.1581631716719971,0.1633884348497752,0.1165424575904706,0.9368285958007784,0.9520327354380304,11.839988,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.34,0.34,toroidal,144,216,wrap_python_newdist,0.5084,,,,,0.0146,0.1911759847126737,0.2411047258769185,0.165108478772451,0.83816576179349,0.995924424127664,4.152234,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.22,0.22,toroidal,145,282,wrap_python_newdist,0.5881,,,,,0.016,0.1324302150185645,0.1784644273257871,0.1154439162335581,0.9212686666032838,0.9315821361121244,6.045331,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.1,0.14,toroidal,146,111,wrap_python_newdist,0.0525,,,,,0.0015,0.1509354891515135,0.1749406121640191,0.1212855623109453,0.9147529906394896,0.8350743007507242,11.794451,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.16,0.16,euclidean,147,512,wrap_python_newdist,1.7873,,,,,0.042,0.1461247399488636,0.1582567715987286,0.1076039820018533,0.9530493319234252,0.9579963369023444,11.649313,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.34,0.34,euclidean,148,264,wrap_python_newdist,0.6836,,,,,0.1126,0.1632585697002581,0.2234535448020121,0.1401476999296522,0.9270231830599872,0.9548278751350668,6.13811,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.34,0.34,euclidean,149,219,wrap_python_newdist,0.4224,,,,,0.0122,0.1603951212435601,0.2187241779143439,0.1390023844439682,0.9295485503400936,0.9534107821318006,6.104336,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.4,0.4,toroidal,150,364,wrap_python_newdist,2.6303,,,,,0.0763,0.3139448875161826,0.3694882521340828,0.2544453945378463,0.6525387852187114,1.0,4.224264,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.1,0.11,toroidal,151,200,wrap_python_newdist,0.1708,,,,,0.0041,0.1318537147498321,0.1427442746031572,0.1022217298905787,0.9217159293798396,0.8931988032607223,14.286947,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.16,0.192,euclidean,152,109,wrap_python_newdist,0.0537,,,,,0.0017,0.140142301774081,0.15666807831093,0.1068313171788383,0.9522862587306762,0.9452889859001952,10.701345,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.16,0.16,euclidean,153,597,wrap_python_newdist,2.9742,,,,,0.0631,0.139501902806187,0.1554276365154498,0.105502183506687,0.9459154528631504,0.962879226677345,11.554749,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.22,0.22,euclidean,154,106,wrap_python_newdist,0.0525,,,,,0.0018,0.1807971222383635,0.1943415460400216,0.1391965040836138,0.8988140378087031,0.9171436936821656,9.003573,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.1,0.1,toroidal,155,822,wrap_python_newdist,4.6891,,,,,0.0959,0.0764619038675875,0.1108588250117482,0.0657736451003527,0.9730785677940812,0.91162887439358,12.589428,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.28,0.28,toroidal,156,126,wrap_python_newdist,0.0916,,,,,0.0034,0.1647779437395672,0.2123814266520458,0.1450006973248997,0.8724895419190715,0.9283134919112273,4.933609,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.16,0.16,euclidean,157,551,wrap_python_newdist,2.1755,,,,,0.0517,0.13076008446026,0.1483832460757212,0.0988341809251957,0.9614720341876992,0.9689939056683662,11.440198,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.28,0.28,euclidean,158,902,wrap_python_newdist,18.7793,,,,,0.4808,0.1570645555398207,0.211487825851956,0.1369314337797242,0.9341114865778976,0.9604022096815316,7.056185,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.28,0.28,euclidean,159,110,wrap_python_newdist,0.062,,,,,0.0024,0.1582002404338929,0.1910507665590618,0.1296473711480434,0.9258747670993932,0.9499425645531556,7.527494,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.34,0.34,euclidean,160,169,wrap_python_newdist,0.1894,,,,,0.0064,0.1628477022339438,0.2142928003456141,0.1368534829416801,0.9226385446941392,0.9180856264438916,6.235155,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.22,0.22,euclidean,161,126,wrap_python_newdist,0.077,,,,,0.0024,0.1824445462568565,0.1896070159592877,0.1394475296291523,0.9055772840753752,0.9420153433027793,9.013212,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.16,0.16,euclidean,162,604,wrap_python_newdist,2.9325,,,,,0.0643,0.1426551262334535,0.1567805992196017,0.1049597416862876,0.94738283378313,0.9586043749492772,11.659016,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.1,0.13,euclidean,163,218,wrap_python_newdist,0.2158,,,,,0.0053,0.1578851512396439,0.1513468606385595,0.1134747767508209,0.9315351192144712,0.9483745523482364,16.356735,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.22,0.22,euclidean,164,731,wrap_python_newdist,6.7014,,,,,0.1559,0.1549024737516533,0.1845709791095572,0.1217251369882639,0.9367595710049332,0.9655657139846088,8.361417,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.16,0.16,euclidean,165,100,wrap_python_newdist,0.0427,,,,,0.0014,0.1622656215029174,0.1611345389453344,0.116401298794615,0.9523532293251348,0.9183894540816124,14.114159,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.34,0.34,euclidean,166,910,wrap_python_newdist,27.1997,,,,,0.6616,0.1732880050188789,0.240668697279046,0.1504321286596631,0.9176548606322796,0.9310557355568082,6.119768,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.4,0.4,euclidean,167,390,wrap_python_newdist,2.3477,,,,,0.0651,0.20715078525164,0.2605342111246378,0.1828174240970961,0.8702099015824643,0.8847122457543591,5.232497,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.22,0.22,euclidean,168,951,wrap_python_newdist,14.9939,,,,,0.4232,0.1647528392753594,0.1966589069017251,0.1283441732832038,0.9133213869368544,0.9809029199852825,8.44941,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.22,0.22,toroidal,169,136,wrap_python_newdist,0.0931,,,,,0.0032,0.1311462090358523,0.1740907243795252,0.1121976210278872,0.9174938547224982,0.8862019311673325,6.302333,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.22,0.22,toroidal,170,441,wrap_python_newdist,1.8781,,,,,0.0484,0.1404288801284327,0.188740514232985,0.122861981867737,0.9193346499426877,0.9329619120775604,5.931609,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.22,0.22,euclidean,171,159,wrap_python_newdist,0.1301,,,,,0.004,0.172262022515124,0.1844180715200479,0.1313188248352647,0.9239777013222892,0.9523832024953484,8.649875,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.34,0.34,euclidean,172,327,wrap_python_newdist,1.2589,,,,,0.0326,0.1616451944689219,0.225598299957733,0.1399179272891785,0.9286713952360532,0.9592038574334418,6.115005,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.1,0.1,euclidean,173,404,wrap_python_newdist,0.7812,,,,,0.0171,0.1411494775128453,0.1314880973866195,0.1001241728142767,0.9374210868685802,0.9227289932289928,20.489117,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.28,0.28,euclidean,174,114,wrap_python_newdist,0.0704,,,,,0.0024,0.1434773828353249,0.1945050363810636,0.1257350126281896,0.9442527935673274,0.9635922033114162,7.234841,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.1,0.1,toroidal,175,426,wrap_python_newdist,0.8627,,,,,0.0202,0.0863216888841726,0.1112436264684589,0.0726731455292852,0.9637471772250978,0.9016848429348424,13.657455,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.22,0.22,euclidean,176,884,wrap_python_newdist,11.6057,,,,,0.3525,0.1496328668122103,0.1885452281678437,0.1210040978991505,0.9504112323426792,0.9755528793607732,8.255777,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.4,0.4,euclidean,177,146,wrap_python_newdist,0.1589,,,,,0.0062,0.1956104027450038,0.2513261289635621,0.1736238225028213,0.8871877074231279,0.8983357517634236,5.265294,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.22,0.22,euclidean,178,977,wrap_python_newdist,17.2236,,,,,0.4475,0.1581366321303149,0.190319225158973,0.1245670182325943,0.9366101058806512,0.97137006488064,8.356114,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.1,0.12,toroidal,179,117,wrap_python_newdist,0.0566,,,,,0.0015,0.2167814058429512,0.2238191335329721,0.1685872882000291,0.8220779106141758,0.8387871675108518,16.455087,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.34,0.34,euclidean,180,137,wrap_python_newdist,0.1157,,,,,0.0042,0.2114640485401745,0.2555526649270259,0.1753624168754353,0.8511871064879121,0.7934860890396637,5.79138,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.22,0.22,euclidean,181,143,wrap_python_newdist,0.1043,,,,,0.0035,0.1706344763940968,0.1852217655877387,0.1293690375137257,0.9196738513513892,0.9456747912777734,8.677235,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.16,0.16,toroidal,182,196,wrap_python_newdist,0.1917,,,,,0.0051,0.1110839951713261,0.1488894812284327,0.0943621945526073,0.9430460969666216,0.904633289499898,8.670827,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.1,0.1,toroidal,183,355,wrap_python_newdist,0.5708,,,,,0.0138,0.0852477189650095,0.1151913003577932,0.0713475657589643,0.9647722912658848,0.8752257464757461,14.227327,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.22,0.22,euclidean,184,106,wrap_python_newdist,0.0522,,,,,0.0017,0.1504689853599098,0.1733772645078087,0.1180648845845519,0.939248231230083,0.9210583101379112,9.663117,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.34,0.34,euclidean,185,690,wrap_python_newdist,10.3309,,,,,0.2553,0.1611248101148165,0.2215845398237635,0.1389863180662532,0.9255660096273842,0.9385831317826486,6.085012,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.1,0.1,toroidal,186,300,wrap_python_newdist,0.3953,,,,,0.0093,0.1407300773749205,0.136799477308606,0.0964378369447856,0.9200892123240992,0.9081436801133772,15.170261,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.34,0.34,euclidean,187,843,wrap_python_newdist,20.8967,,,,,0.5264,0.1633837243255846,0.2341821879296233,0.1413923247044024,0.9248646334153808,0.9533237725238678,6.039294,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.1,0.1,toroidal,188,550,wrap_python_newdist,1.6812,,,,,0.1157,0.0793282497684865,0.1095197647255836,0.0676912478382559,0.9705414424863562,0.8964528249528249,13.198338,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.28,0.28,toroidal,189,178,wrap_python_newdist,0.2126,,,,,0.0075,0.1649672025658111,0.210897049905911,0.145166279693595,0.8651789992449218,0.9528828143495984,4.84235,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.34,0.34,toroidal,190,525,wrap_python_newdist,5.4066,,,,,0.1682,0.1948755224435025,0.2421609997512613,0.1669829059175652,0.823613763458556,0.997559181123246,4.114801,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.34,0.34,toroidal,191,256,wrap_python_newdist,0.7364,,,,,0.0948,0.1919007499051355,0.2451564767636613,0.1655110290833061,0.8396568873741528,0.99590110419363,4.125541,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.1,0.1,toroidal,192,563,wrap_python_newdist,1.7679,,,,,0.0398,0.0823279787869782,0.1125167387480835,0.0705476044512726,0.9700821080639755,0.9227274229038932,13.020143,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.34,0.34,euclidean,193,271,wrap_python_newdist,0.8064,,,,,0.0208,0.1642362105595322,0.2173103479124155,0.1397635782216462,0.9258875574243918,0.9437822908597044,6.208224,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.4,0.4,euclidean,194,215,wrap_python_newdist,0.5239,,,,,0.0152,0.2000004066606658,0.2569174341175332,0.1770500982590857,0.8797880180878143,0.9113222867760916,5.214496,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.16,0.16,toroidal,195,638,wrap_python_newdist,3.5283,,,,,0.0828,0.1130932907761765,0.1591737509400315,0.0978187928274642,0.942128593600586,0.8919363038382676,7.898605,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.22,0.22,toroidal,196,186,wrap_python_newdist,0.2024,,,,,0.0064,0.1383833474142322,0.1848726602992121,0.119319674502312,0.9162978232632804,0.8898646188837502,6.09971,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.1,0.11,toroidal,197,142,wrap_python_newdist,0.0838,,,,,0.0019,0.1229837216724285,0.1551516245815705,0.0963348678101915,0.9769809934292416,0.8065166806347968,24.952477,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.16,0.16,toroidal,198,733,wrap_python_newdist,5.0059,,,,,0.1124,0.1083243344417555,0.1516701442020881,0.0934898085594094,0.9483598004641208,0.9130584533577144,7.829281,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.34,0.34,euclidean,199,636,wrap_python_newdist,8.3774,,,,,0.314,0.1750117228324125,0.2427263614399777,0.1522779649186265,0.9160058158931852,0.9522135636525996,6.046257,results/grg_normalized_wrap_python_newdist_comparison.csv,
0.28,0.28,euclidean,0,433,wrap_python,2.335,,,,,0.1081,0.2227299348149443,0.2391064199550232,0.1712478777739574,0.8325273685655065,0.8295698031323897,6.574678,results/grg_normalized_wrap_python_comparison.csv,
0.16,0.16,toroidal,1,633,wrap_python,3.7141,,,,,0.0789,0.4296373325276317,0.3637800596394269,0.3205612264886152,0.091980632469367,0.3381012167704057,7.264735,results/grg_normalized_wrap_python_comparison.csv,
0.4,0.4,toroidal,2,271,wrap_python,0.9973,,,,,0.0335,0.2981606031123299,0.3432027847429908,0.2387913079383125,0.670965321164523,1.0,4.228758,results/grg_normalized_wrap_python_comparison.csv,
0.28,0.28,toroidal,3,400,wrap_python,2.121,,,,,0.0518,0.1711205945154482,0.2206747733736914,0.1493215899495044,0.8505557259422823,0.9610786991758128,4.762903,results/grg_normalized_wrap_python_comparison.csv,
0.4,0.4,toroidal,4,505,wrap_python,6.1649,,,,,0.2998,0.3796365664111509,0.4561722443103058,0.3113687041543241,0.5360833587454574,1.0,3.99213,results/grg_normalized_wrap_python_comparison.csv,
0.34,0.34,toroidal,5,211,wrap_python,0.4777,,,,,0.0134,0.1874130157447415,0.2383115296320861,0.1611762726329498,0.8390274638670211,0.9949096328146207,4.163572,results/grg_normalized_wrap_python_comparison.csv,
0.16,0.16,toroidal,6,318,wrap_python,0.6267,,,,,0.0162,0.1039416776454288,0.1412698157239726,0.0893820887780433,0.948142791295686,0.9125098855134725,8.223498,results/grg_normalized_wrap_python_comparison.csv,
0.22,0.22,euclidean,7,139,wrap_python,0.1078,,,,,0.0031,0.1702654154043889,0.1788675930299102,0.123009791259018,0.9443071008861432,0.933595120018354,9.345372,results/grg_normalized_wrap_python_comparison.csv,
0.4,0.4,toroidal,8,269,wrap_python,1.1655,,,,,0.0337,0.2944856252509141,0.3423721370095833,0.236053383352263,0.6847021658085555,1.0,4.202632,results/grg_normalized_wrap_python_comparison.csv,
0.1,0.13,euclidean,9,171,wrap_python,0.1424,,,,,0.0034,0.2520670555907821,0.1965807477343462,0.1670213874363202,0.8764061982414757,0.9468090170063852,18.917956,results/grg_normalized_wrap_python_comparison.csv,
0.4,0.4,toroidal,10,537,wrap_python,8.0469,,,,,0.3324,0.3682517040307848,0.4426627570392022,0.3012689719854798,0.5372848649032457,1.0,4.03966,results/grg_normalized_wrap_python_comparison.csv,
0.4,0.4,toroidal,11,357,wrap_python,2.1717,,,,,0.0722,0.3242696216664366,0.3805724698423913,0.2619679369075621,0.635808023535511,1.0,4.16519,results/grg_normalized_wrap_python_comparison.csv,
0.22,0.22,toroidal,12,452,wrap_python,2.1456,,,,,0.0487,0.1382183207227709,0.184462127645872,0.1204792696536079,0.9160043641119032,0.9223294862060456,5.895595,results/grg_normalized_wrap_python_comparison.csv,
0.28,0.28,euclidean,13,362,wrap_python,1.383,,,,,0.0322,0.1596982249623567,0.2027509558697208,0.1367088794955525,0.9330403820659208,0.9636502692244092,7.179081,results/grg_normalized_wrap_python_comparison.csv,
0.22,0.22,toroidal,14,329,wrap_python,0.9145,,,,,0.023,0.1380239358441606,0.1831499712208984,0.1193279938062221,0.913379583563082,0.9089026494145004,6.000407,results/grg_normalized_wrap_python_comparison.csv,
0.22,0.22,euclidean,15,823,wrap_python,9.9214,,,,,0.2282,0.1746655978751489,0.1908797023235364,0.1321364136247964,0.916117836792382,0.9656332421565008,8.389933,results/grg_normalized_wrap_python_comparison.csv,
0.16,0.16,euclidean,16,123,wrap_python,0.0737,,,,,0.002,0.1974651005772183,0.1660421963825004,0.1209737275716126,0.9196452473900848,0.9044528597871516,13.878694,results/grg_normalized_wrap_python_comparison.csv,
0.1,0.1,euclidean,17,856,wrap_python,5.5173,,,,,0.1013,0.1695872396382008,0.1383087479335177,0.1052929663893024,0.9430913350707144,0.9517227217227217,18.933577,results/grg_normalized_wrap_python_comparison.csv,
0.28,0.28,toroidal,18,467,wrap_python,2.8761,,,,,0.1513,0.1776180101596541,0.2288079044154751,0.1553006376910661,0.8533237577360886,0.9613150432207168,4.747404,results/grg_normalized_wrap_python_comparison.csv,
0.4,0.4,euclidean,19,250,wrap_python,0.763,,,,,0.0205,0.2051707250269349,0.2552015749317958,0.1786087609563168,0.8684724914685701,0.8723867893326585,5.235253,results/grg_normalized_wrap_python_comparison.csv,
0.4,0.4,euclidean,20,199,wrap_python,0.4318,,,,,0.0123,0.2095892121503308,0.2621519216324672,0.1834983168442267,0.8704744208349626,0.8745217112589428,5.22897,results/grg_normalized_wrap_python_comparison.csv,
0.28,0.28,toroidal,21,634,wrap_python,7.1482,,,,,0.2812,0.194147491753373,0.2464377417535903,0.1662055783145352,0.8218539764413714,0.9422539950465878,4.722712,results/grg_normalized_wrap_python_comparison.csv,
0.28,0.28,euclidean,22,426,wrap_python,2.198,,,,,0.053,0.1544854434944341,0.1996986971377175,0.1333498488067654,0.9313443822709538,0.9669814594610244,7.086786,results/grg_normalized_wrap_python_comparison.csv,
0.4,0.4,euclidean,23,961,wrap_python,44.1476,,,,,0.9419,0.2708050105721428,0.3695143279646415,0.2389784855575628,0.7794937691412511,0.894732077672252,4.953474,results/grg_normalized_wrap_python_comparison.csv,
0.4,0.4,toroidal,24,119,wrap_python,0.1125,,,,,0.0046,0.2708611253404644,0.3221769182083392,0.2190938113882464,0.7362605981591962,1.0,4.190086,results/grg_normalized_wrap_python_comparison.csv,
0.1,0.1,toroidal,25,558,wrap_python,1.8873,,,,,0.0384,0.4242176025084154,0.3498776227686837,0.3142755612277012,0.0937803204687473,0.3465952570820991,11.78115,results/grg_normalized_wrap_python_comparison.csv,
0.22,0.22,euclidean,26,533,wrap_python,2.9317,,,,,0.066,0.1664349787079911,0.1858984206419237,0.1256316594339102,0.9260273371047716,0.9580480818159804,8.325594,results/grg_normalized_wrap_python_comparison.csv,
0.16,0.16,euclidean,27,367,wrap_python,0.8508,,,,,0.0192,0.1263937063153689,0.1436682173997725,0.0920297166597583,0.9600562237562552,0.9452737663029496,12.363841,results/grg_normalized_wrap_python_comparison.csv,
0.16,0.16,euclidean,28,198,wrap_python,0.2067,,,,,0.0048,0.1781639072379469,0.1660716271645596,0.1216781649550858,0.9222941576636778,0.927994831807593,12.887739,results/grg_normalized_wrap_python_comparison.csv,
0.28,0.28,toroidal,29,441,wrap_python,2.5348,,,,,0.0653,0.1761670199104266,0.2257875843250082,0.1530018247888757,0.8472792500178421,0.962113093972124,4.771634,results/grg_normalized_wrap_python_comparison.csv,
0.34,0.34,euclidean,30,164,wrap_python,0.1994,,,,,0.0066,0.1642115869023439,0.2249473189375924,0.1421488076971024,0.9306767678424872,0.9557068964469104,6.129691,results/grg_normalized_wrap_python_comparison.csv,
0.1,0.12,toroidal,31,165,wrap_python,0.1305,,,,,0.0029,0.1723168761011227,0.1655863992168014,0.1244605097657461,0.8797249266933911,0.8935318962083667,13.09906,results/grg_normalized_wrap_python_comparison.csv,
0.34,0.34,euclidean,32,180,wrap_python,0.2535,,,,,0.008,0.1584951003843187,0.2210336981276141,0.1376918226372939,0.9323962651467262,0.9594287665454604,6.106876,results/grg_normalized_wrap_python_comparison.csv,
0.16,0.16,euclidean,33,154,wrap_python,0.1192,,,,,0.003,0.1528467089003879,0.1549230352216932,0.1104574539227164,0.9457158871844772,0.9275994963501172,13.763669,results/grg_normalized_wrap_python_comparison.csv,
0.22,0.22,toroidal,34,654,wrap_python,5.6863,,,,,0.1344,0.1413205683804902,0.1899916734873606,0.1221153237222505,0.9158001231632472,0.9276274186625888,5.863998,results/grg_normalized_wrap_python_comparison.csv,
0.22,0.22,euclidean,35,695,wrap_python,6.0785,,,,,0.2631,0.1650020703180902,0.1884915911972397,0.1271126792859212,0.9268282871931942,0.961230770047027,8.34862,results/grg_normalized_wrap_python_comparison.csv,
0.34,0.34,toroidal,36,135,wrap_python,0.1371,,,,,0.005,0.1854266387885449,0.2336585087378205,0.1602852856001648,0.8407014973844855,0.9921310314687684,4.164775,results/grg_normalized_wrap_python_comparison.csv,
0.22,0.22,toroidal,37,275,wrap_python,0.6141,,,,,0.0149,0.1350381452151481,0.1815701263504822,0.1172983623291837,0.9150973376446117,0.910409617294462,6.035967,results/grg_normalized_wrap_python_comparison.csv,
0.22,0.22,toroidal,38,107,wrap_python,0.0622,,,,,0.0019,0.2790817054731084,0.2928015745189682,0.2148453291996935,0.6357888594920121,0.6032591381216454,6.190135,results/grg_normalized_wrap_python_comparison.csv,
0.16,0.16,toroidal,39,111,wrap_python,0.0612,,,,,0.0016,0.1409675276016896,0.1558823275523045,0.1098441541652969,0.9022278743611368,0.860996701784915,9.164335,results/grg_normalized_wrap_python_comparison.csv,
0.28,0.28,euclidean,40,503,wrap_python,3.0889,,,,,0.0745,0.1606973375722551,0.2053845001796391,0.1380197679649955,0.9291929000286618,0.958495177021782,7.187843,results/grg_normalized_wrap_python_comparison.csv,
0.34,0.34,toroidal,41,188,wrap_python,0.357,,,,,0.0104,0.1902257270122357,0.2407538205529289,0.1641137939257629,0.8442961303196584,0.9961176778246772,4.148308,results/grg_normalized_wrap_python_comparison.csv,
0.1,0.1,euclidean,42,599,wrap_python,2.158,,,,,0.0421,0.1488998049913051,0.1350779673027639,0.1002011351405389,0.9333222973103956,0.949713342213342,19.000346,results/grg_normalized_wrap_python_comparison.csv,
0.16,0.16,toroidal,43,189,wrap_python,0.1911,,,,,0.0047,0.1635028190550278,0.1770484520851449,0.1231053940848007,0.8682992248204642,0.7940230814720506,8.495341,results/grg_normalized_wrap_python_comparison.csv,
0.34,0.34,euclidean,44,613,wrap_python,7.4128,,,,,0.2603,0.1619790340075262,0.2324181106569072,0.1424485901301577,0.9307229984979112,0.9538254577186374,6.041094,results/grg_normalized_wrap_python_comparison.csv,
0.4,0.4,toroidal,45,238,wrap_python,0.7852,,,,,0.0236,0.3063880649682288,0.3456620327909401,0.241380113548087,0.6486568642924082,1.0,4.258069,results/grg_normalized_wrap_python_comparison.csv,
